"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","php","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","sed","smi","alz","ptsd","tbi","ya","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","supem","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","snr","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanz_fluox","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","fep","aot","msnh","ipsy","shp","vahc","mmd","antpych","mprep","aims","fed","sotp","dea","mhc","samhsa","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Arbour Counseling Services","Jamaica Plain","157 Green Street","","Jamaica Plain","MA","02130","","Suffolk","617-390-1498","https://arbourhospital.com","42.3101407","-71.1067176","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","1","1","","","","","","1","","1","1","1","1","","","1","","1","","","1","1","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1","1","1","","","","","","1","","","","","","1","1","","","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WomanPlace","","11 Russell Street","","Cambridge","MA","02140","","Middlesex","617-661-6020","https://www.baycove.org","42.3924834","-71.1232165","SU","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","","","1","1","","1","","","","1","","","1","","1","1","1","1","","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","","","","","","","","","","1","1","","1","1","1","","","1","","","1","","","","","","","1","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","1","","","","",""
"Brighton Allston Mental Health Assoc","A Program of Italian Home for Children","77 Warren Street","Building 2, Ground Level","Brighton","MA","02135","3601","Suffolk","617-787-1901 x0","https://www.italianhome.org","42.3484365","-71.1423915","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","1","","1","","","","1","","","1","","","","1","","","","","","1","","","","1","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","",""
"North Suffolk Community Services","Revere Counseling Center","265 Beach Street","","Revere","MA","02151","","Suffolk","866-781-6727","https://northsuffolk.org/","42.4090179","-71.0069045","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Healthcare Resource Centers","","170 Morton Street","","Jamaica Plain","MA","02130","","Suffolk","617-541-3670","https://www.hcrcenters.com","42.2992996","-71.1014473","SU","","1","","1","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","","1","","","","","","1","","","","","1","","","1","","","","1","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","1","","","","","","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","1","1","1","","","","","1","1","1","1","1","","","1","1","","","1","","","","","","1","","1","","","","","1","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"Fathers Uplift Family Group LLC","","12 Southern Avenue","","Dorchester Center","MA","02124","","Suffolk","617-708-0870","https://www.fathersuplift.org","42.2906896","-71.0721581","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fathers Uplift Family Group LLC","","12 Southern Avenue","","Dorchester Center","MA","02124","","Suffolk","617-708-0870","https://www.fathersuplift.org","42.2906896","-71.0721581","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","","1","","1","","","","","","","","","","","","","","1","","","","1","1","","","1","","1","","1","","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","","","1","1","","","1","","","","","","1","1","","","1","","","","","1","1","","1","","","","1","","","","1","","1","1","1","1","1","1","1","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Victory Programs Inc","Living and Recovery Community","170 Morton Street","11 North","Jamaica Plain","MA","02130","","Suffolk","617-522-2936 x424","https://www.vpi.org","42.30041","-71.105673","SU","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","1","","","1","1","","","1","1","","","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","","","1","","","1","1","1","","1","","","1","1","","1","1","","","1","","","","","","1","","1","","","1","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","","","","","","","","","","1","","","","1","1","","","1","","1","1","1","","","1","","","1","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Boston Medical Center/Brighton","BMC BCAP","736 Cambridge Street","","Brighton","MA","02135","","Suffolk","617-789-3000 x2574","https://www.bmchealthsystem.org/bmc-south/departments","42.3491203","-71.1483793","SU","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","","","","1","","1","1","1","","","1","","","","","","","","1","1","1","","1","","","","","","1","1","1","","1","1","","","","","","","","","","","","","","","1","","1","1","1","","1","1","","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","1","1","1","1","1","1","1","1","1","","","","","1","","","","1","","","1","1","","1","1","","","1","1","","","","","1","1","1","1","1","","","1","1","1","","","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","","1","","","","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","1","1","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"North Charles Institute for the Addict","Counseling and Administrative Offices","2500 Massachusetts Avenue","","Cambridge","MA","02140","","Middlesex","617-661-5700","https://www.northcharles.org","42.3989591","-71.1325722","SU","","1","1","1","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","1","","","","1","","","","","","1","","1","1","1","1","","","1","1","","1","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","","","1","","1","","1","1","1","","","1","1","","","1","","","","","","","1","","1","","","","","","1","","1","1","1","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Elm Tree Clinic","","390 Pleasant Street","Suite A","Malden","MA","02148","","Middlesex","833-356-8733","https://elmtreeclinic.com","42.4267209","-71.0784324","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
